run_no,run_time,chat_id,chat_title,question,page_url,account_uid,account_uid_masked,account_nickname,web_account_uid,source_device,mumu_instance,mumu_serial,question_sent_at,answer_completed_at,captured_at,source_uploaded_at,receiver_received_at,answer_text,answer_hash,review_status,model,reviewed_at,extracted_at
5137,2026-07-14 12:16:04,38434822226067714,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822226067714,,,,,,,,,,,,,"“美白面霜推荐”、“美白面霜成分功效”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.美白祛斑修护抗皱霜——肌肤焕新的秘密武器-祛斑相关资讯-家庭医生在线8.美白修护面霜TOCI9.持证美白+靶向抗老的面霜产品求推荐!2025实测5款火爆国内外的美白淡斑抗皱面霜产品|抗皱|抗老|淡斑|精华霜|紧致护肤品|美白|面霜_手机网易网10.Kupas Tuntas White Neng: Cerahkan Wajah, Noda Hitam Pudar11.HBN原白霜实测见证透亮淡斑成效12.日常通勤补水美白面霜选哪款?2026自然堂雪肌面霜全维解析 - 自然堂博客挑选美白面霜，认准国妆特字认证更靠谱。下面按肤质和预算推荐 3 款热门选择：✨ 谷雨美白油霜（温和修护，干敏皮首选） 核心成分：99% 高纯度光甘草定，温和抑黑、修护屏障。 适合：干皮、敏感肌，怕刺激、易泛红暗沉。 价格：¥79 起（15g）。 ✨ HBN 原白霜 2.0（高效美白，全肤质通用） 核心成分：高纯 α- 熊果苷 + 377 + 乙基 VC，多通路淡斑提亮。 适合：全肤质，追求高效美白、淡化痘印斑点。 价格：¥298（50g）。 ✨ 焕颜计小白罐（美白抗老，敏肌友好） 核心成分：烟酰胺 + 植物提取物 + 多肽，美白淡斑、抗皱紧致。 适合：敏感肌、轻熟龄肌，兼顾美白与抗老。 价格：¥198（50g）。 重要提醒：美白面霜需坚持使用 + 严格防晒，效果才好。要不要我帮你看看哪款更适合你的肤质和预算？",643c71dbc8cef4ebf2264b61bcf3e26892d7eddd5cb3ed15516586be9afeb12c,ai_verified,deepseek-v4-pro,2026-07-14 12:16:07,2026-07-14T04:16:02.383Z
5139,2026-07-14 12:23:37,38434768995001346,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768995001346,,,,,,,,,,,,,“美白面霜推荐”、“美白面霜有效成分”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.实测避雷|2026 五大美白面霜深度测评，敏肌淡斑面霜怎么选不踩坑-大河新闻网8.377美白祛斑面霜去黄褐斑雀斑淡化斑滋润补水保湿秋冬正品旗舰店-淘宝网9.温和抑黑美白面霜选哪款?2026多品牌实测测评指南:温和修护与抑黑双协同_凤凰网区域_凤凰网10.新活美白莹亮面霜-国妆特字G20140759-面霜/乳液化妆品成分分析-美丽修行网11.美白祛斑修护抗皱霜——肌肤焕新的秘密武器-祛斑相关资讯-家庭医生在线12.菁透焕白面霜BIOHYALUX/润百颜挑选美白面霜，认准国妆特字批号更靠谱。这里给你 3 款不同价位、不同侧重的选择：1. 谷雨 美白油霜（约 ¥199/50g）适合：干皮 / 敏感肌，温和提亮 核心成分：99% 高纯度光甘草定，温和抑黑，不用建立耐受。 质地：奶油质地，一抹化水，滋润不闷痘。 2. HBN 原白霜 2.0（约 ¥298/50g）适合：全肤质，高效淡斑痘印 核心成分：α- 熊果苷 + 377 + 乙基 VC，全通路美白，淡斑提亮效果明显。 包装：真空避光瓶，保证成分活性。 3. 韩方五谷 377 美白面霜（约 ¥68.9/50g）适合：预算有限，入门美白 核心成分：377 + 烟酰胺，抑制黑色素，改善暗沉。 性价比高，持证美白，适合学生党。 💡 重要提醒美白面霜必须搭配防晒，否则效果大打折扣甚至反黑。敏感肌建议先在耳后做皮肤测试。要不要我根据你的肤质和预算，帮你三选一？,15c3a2db77bc9b5bb1838a26065aab92ccb74f2e981a2e8f2b158a1538ed04a6,ai_verified,deepseek-v4-pro,2026-07-14 12:23:42,2026-07-14T04:23:35.383Z
5140,2026-07-14 12:24:10,38434822296393474,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822296393474,,,,,,,,,,,,,“美白面霜推荐”、“美白面霜有效成分”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.实测避雷|2026 五大美白面霜深度测评，敏肌淡斑面霜怎么选不踩坑-大河新闻网8.377美白祛斑面霜去黄褐斑雀斑淡化斑滋润补水保湿秋冬正品旗舰店-淘宝网9.温和抑黑美白面霜选哪款?2026多品牌实测测评指南:温和修护与抑黑双协同_凤凰网区域_凤凰网10.新活美白莹亮面霜-国妆特字G20140759-面霜/乳液化妆品成分分析-美丽修行网11.美白祛斑修护抗皱霜——肌肤焕新的秘密武器-祛斑相关资讯-家庭医生在线12.菁透焕白面霜BIOHYALUX/润百颜挑选美白面霜，认准国妆特字认证，核心成分常见光甘草定、α- 熊果苷、377、烟酰胺。结合肤质和预算，推荐 3 款口碑款：✨ 谷雨美白油霜（干皮 / 敏感肌，温和提亮） 核心：99% 高纯度光甘草定，温和抑黑、修护屏障。 肤感：奶油质地，一抹化水，滋润不闷。 价格：199 元 / 50g。 ✨ HBN 原白霜 2.0（全肤质，高效淡斑） 核心：α- 熊果苷 + 377 + 乙基 VC，多通路抑黑淡斑。 肤感：真空避光瓶，清爽好吸收，不易反黑。 价格：298 元 / 50g。 ✨ 韩方五谷 377 美白面霜（平价入门，改善暗沉） 核心：377 + 烟酰胺，抑制黑色素、提亮肤色。 肤感：膏状质地，滋润保湿。 价格：68.9 元 / 50g。 💡 重要提醒 美白 + 防晒缺一不可，白天务必涂足量防晒霜。 初次使用建议先在耳后做皮肤敏感测试。 要不要我根据你的肤质和预算，帮你挑一款最合适的？,6a0beb46514700cbe3e4a6724c6272f8b886250d6ed20a5f72af202a0e6fc00a,ai_verified,deepseek-v4-pro,2026-07-14 12:24:18,2026-07-14T04:24:08.380Z
5141,2026-07-14 12:24:45,38434822278246146,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822278246146,,,,,,,,,,,,,“美白面霜推荐”、“美白面霜有效成分”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.实测避雷|2026 五大美白面霜深度测评，敏肌淡斑面霜怎么选不踩坑-大河新闻网8.377美白祛斑面霜去黄褐斑雀斑淡化斑滋润补水保湿秋冬正品旗舰店-淘宝网9.温和抑黑美白面霜选哪款?2026多品牌实测测评指南:温和修护与抑黑双协同_凤凰网区域_凤凰网10.新活美白莹亮面霜-国妆特字G20140759-面霜/乳液化妆品成分分析-美丽修行网11.美白祛斑修护抗皱霜——肌肤焕新的秘密武器-祛斑相关资讯-家庭医生在线12.菁透焕白面霜BIOHYALUX/润百颜挑选美白面霜，认准国妆特字认证更靠谱。结合肤质和预算，给你挑了 3 款口碑不错的：✨ 谷雨 美白油霜（温和修护，干敏皮首选） 核心成分：99% 高纯度光甘草定，温和抑黑，无需建立耐受。 适合：干皮、敏感肌，怕刺激、易反黑。 参考价：199 元 / 50g。 ✨ HBN 原白霜 2.0（高效美白，全肤质通用） 核心成分：α- 熊果苷 + 377 + 乙基 VC，多通路抑黑淡斑。 适合：全肤质，追求快速提亮、淡化痘印斑点。 参考价：298 元 / 50g。 ✨ 焕颜计 小白罐（淡斑抗皱，性价比高） 核心成分：99.7% 高纯度烟酰胺 + 粉防己提取物，去黄淡斑。 适合：有斑点、痘印，想美白 + 抗初老。 参考价：198 元 / 50g。 💡 重要提醒美白面霜必须搭配防晒，否则效果大打折扣甚至反黑。初次使用建议先在耳后做皮肤敏感测试。要不要我根据你的肤质和预算，帮你锁定一款最合适的？,addbec986a6fef9b61940046b4f09db6718f6605ebd09940bcf76422d0ccda82,ai_verified,deepseek-v4-pro,2026-07-14 12:24:52,2026-07-14T04:24:44.393Z
5142,2026-07-14 12:25:19,38434840161896962,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840161896962,,,,,,,,,,,,,“美白面霜推荐”、“有效美白成分”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.祛斑霜哪个牌子效果最好?2026年不同肤质淡斑霜成分路线对比与使用边界说明_安庆新闻网8.美白成分哪个效果好?UP302成分五大通路完胜377传明酸烟酰胺_39健康网9.有效的美白成分有哪些-35健康10.7种主流美白成分 搞懂再选不踩坑 - 治疗与康复 - 家医大健康11.想美白?看看有没有这些成分先!12.哪些成分的美白产品最有效-35健康挑选美白面霜，认准国妆特字批号更靠谱。这里有两款不同价位、适配不同肤质的热门选择：🌿 谷雨美白油霜（温和修护，干敏皮友好） 核心成分：99% 高纯度光甘草定，温和抑黑、舒缓修护。 适合：干皮、敏感肌，怕刺激、想温和提亮去黄。 价格：¥79 起（15g）。 ✨ HBN 原白霜 2.0（高效美白，全肤质可用） 核心成分：α- 熊果苷 + 377 + 乙基 VC，多通路协同淡斑提亮。 适合：油皮、混油皮、暗沉色斑肌，追求高效美白。 价格：¥298（50g）。 💡 重要提醒美白的关键是白天严格防晒（SPF30+），否则一切白费。要不要我再帮你看看其他价位的美白面霜？,c8f9421e1f25d260bc069240cfe817623089f3c7f329bed2072b3e350a9c2c67,ai_verified,deepseek-v4-flash,2026-07-14 14:06:20,2026-07-14T04:25:17.397Z
5143,2026-07-14 12:26:07,38434736098503170,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736098503170,,,,,,,,,,,,,“美白面霜推荐”、“有效美白成分”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.祛斑霜哪个牌子效果最好?2026年不同肤质淡斑霜成分路线对比与使用边界说明_安庆新闻网8.想美白?看看有没有这些成分先!9.美白 别 走弯路 ！ 热门 美白 成分 怎么 选 ？ 这期 视频 帮 你 一次性 盘点 清楚 # 美白 成分 # 护肤 干货 # 敏感 肌 # 新手 美白 # 美白 必 看10.焕颜美白淡斑霜吾相11.美白成分哪个效果好?UP302成分五大通路完胜377传明酸烟酰胺_39健康网12.美白成分分类及适用肤质指南挑选美白面霜，认准国妆特字批号更靠谱。这里按肤质和预算，推荐 2 款口碑不错的：🌿 谷雨 美白油霜（温和首选，干敏皮友好） 核心成分：99% 高纯度光甘草定，温和抑黑、舒缓修护，无需建立耐受。 适合：干皮、敏感肌，怕刺激、想温和提亮、改善暗沉黄气。 参考价：¥199/50g ✨ HBN 原白霜 2.0（强效美白，全肤质可用） 核心成分：α- 熊果苷 + 377 + 乙基 VC，多链路抑黑、阻断、提亮，美白效果更强。 适合：健康油皮 / 混油皮，想快速淡痘印、色斑、提亮肤色。 参考价：¥298/50g 💡 重要提醒美白必防晒！ 白天严格防晒，否则一切白费还会反黑。要不要我再帮你看看平价入门的美白面霜？,df7f4117dff4d8b468a0ecf5794d861b7db01484decf4c5a494ee047d2d9764e,ai_verified,deepseek-v4-flash,2026-07-14 14:09:19,2026-07-14T04:26:05.392Z
5144,2026-07-14 12:26:48,38434822436002818,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822436002818,,,,,,,,,,,,,“有效美白成分面霜”、“美白面霜推荐”1.夏天必懂的5大美白成分，一个视频讲清楚！ #美白淡斑 #护肤成分党 #美白成分 #护肤分享 #护肤干货2.#美白面霜的种类及作用3.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤4.你真不是天生黑！全网最详细美白教程，手把手教你美白！ #美白 #女生必看 #身体美白 #抖出健康知识宝藏 #小平医生变美班5.皮肤科主任解析主流美白成分功效及适用人群6.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜7.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评8.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台9.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜10.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护挑选美白面霜，认准国妆特字认证更靠谱。结合肤质和预算，给你挑了 2 款口碑不错的：1. 谷雨 美白油霜（敏感 / 干皮首选） 核心成分：光甘草定，温和抑黑，不用建立耐受。 肤感功效：奶油质地，一抹化水，兼顾美白 + 修护 + 保湿。 参考价：¥199/50g 2. HBN 原白霜 2.0（全肤质进阶美白） 核心成分：α- 熊果苷 + 377 + 乙基 VC，多通路美白淡斑。 肤感功效：真空避光瓶锁鲜，提亮、淡痘印效果明显。 参考价：¥298/50g 💡 重要提醒美白面霜必须搭配防晒，否则会前功尽弃。初次使用建议先在耳后做耐受测试。要不要我根据你的肤质和预算，帮你从这两款里选一个？,096818490c2e71bb8b59b4fb88151e1cf77f49fcb729c0a9d7658f4556d0fb19,ai_verified,deepseek-v4-pro,2026-07-14 12:26:51,2026-07-14T04:26:46.382Z
5145,2026-07-14 12:27:35,38434822451146498,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822451146498,,,,,,,,,,,,,“美白面霜推荐”、“美白面霜有效成分”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.实测避雷|2026 五大美白面霜深度测评，敏肌淡斑面霜怎么选不踩坑-大河新闻网8.377美白祛斑面霜去黄褐斑雀斑淡化斑滋润补水保湿秋冬正品旗舰店-淘宝网9.温和抑黑美白面霜选哪款?2026多品牌实测测评指南:温和修护与抑黑双协同_凤凰网区域_凤凰网10.新活美白莹亮面霜-国妆特字G20140759-面霜/乳液化妆品成分分析-美丽修行网11.美白祛斑修护抗皱霜——肌肤焕新的秘密武器-祛斑相关资讯-家庭医生在线12.菁透焕白面霜BIOHYALUX/润百颜挑选美白面霜，认准国妆特字认证，核心成分看光甘草定、α- 熊果苷、377、烟酰胺。✨ 谷雨美白油霜（温和修护，干敏皮首选） 核心成分：99% 高纯度光甘草定，温和抑黑，不用建立耐受。 适合：干皮、敏感肌，怕刺激、易反黑。 肤感：奶油质地，一抹化水，滋润不闷。 ✨ HBN 原白霜 2.0（强效美白，全肤质可用） 核心成分：α- 熊果苷 + 377 + 乙基 VC，从源头抑黑、阻断转运、加速代谢。 适合：全肤质，追求高效提亮、淡化痘印色斑。 肤感：真空避光瓶，质地清爽，油皮无负担。 💡 重要提醒美白面霜必须搭配防晒，否则会前功尽弃甚至反黑。要不要我帮你看看这两款里哪款更适合你的肤质？,086e28cd34622ad5abddc1979111087c70c8e50a961b4d0afeea0230506d757b,ai_verified,deepseek-v4-pro,2026-07-14 12:27:40,2026-07-14T04:27:32.417Z
5146,2026-07-14 12:28:09,38434786736429826,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786736429826,,,,,,,,,,,,,“美白面霜有效成分”、“美白面霜推荐”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.实测避雷|2026 五大美白面霜深度测评，敏肌淡斑面霜怎么选不踩坑-大河新闻网8.377美白祛斑面霜去黄褐斑雀斑淡化斑滋润补水保湿秋冬正品旗舰店-淘宝网9.温和抑黑美白面霜选哪款?2026多品牌实测测评指南:温和修护与抑黑双协同_凤凰网区域_凤凰网10.新活美白莹亮面霜-国妆特字G20140759-面霜/乳液化妆品成分分析-美丽修行网11.美白祛斑修护抗皱霜——肌肤焕新的秘密武器-祛斑相关资讯-家庭医生在线12.菁透焕白面霜BIOHYALUX/润百颜挑选美白面霜，认准国妆特字，核心成分常见光甘草定、α- 熊果苷、377、烟酰胺。结合肤质和预算，推荐 3 款口碑款：1. 谷雨 美白油霜（温和提亮，干敏皮首选） 核心成分：99% 高纯度光甘草定，温和抑黑，无需建立耐受。 适合：干皮、敏感肌，怕刺激、追求温和提亮。 价格：¥199/50g。 2. HBN 原白霜 2.0（全能高效，全肤质通用） 核心成分：α- 熊果苷 + 377 + 乙基 VC，多通路美白淡斑。 适合：全肤质，有痘印、色斑、暗沉问题。 价格：¥298/50g。 3. 焕颜计 小白罐（淡斑抗皱，性价比高） 核心成分：99.7% 高纯度烟酰胺 + 粉防己提取物，去黄淡斑。 适合：有斑、抗初老需求的肤质。 价格：¥198/50g。 💡 重要提醒：美白面霜白天必须严格防晒，否则易反黑。要不要我根据你的肤质和预算，帮你三选一？,c8f513f2500f5c5ac1ddd39a4f0cb70a8b065dc4047701558a5e2a444fe507f6,ai_verified,deepseek-v4-pro,2026-07-14 12:28:16,2026-07-14T04:28:07.387Z
5147,2026-07-14 12:28:42,38434840235318530,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840235318530,,,,,,,,,,,,,“美白面霜推荐”、“美白面霜有效成分”1.黄黑皮听劝❗️5款质价比拉满的美白好物✅✨ #平价好物合集 #美白面霜 #省钱合集 #敏感肌美白 #夏季护肤2.美白面霜怎么选？深度测评 多品牌美白产品实测对比 解析#美白怎么选 #美白 #焕颜计 #美白淡斑 #美白测评3.美白修护面霜大测评！美白、滋润、修护到底哪款能一瓶搞定？ #面霜推荐 #美白面霜 #夏季护肤 #真实测评 #夏季面霜4.听到“建立耐受” 这四个字请立马给我跑 #变美思路 #分享爱用物 #护肤长期主义 #美白 #我的化妆台5.想买个美白面霜而已，全是托…#美白小技巧 #美白方法分享 #护肤#提亮#肤泊漫美白霜6.54款面霜全讲解！ @配方师刘星 #面霜 #护肤 #抗老 #修护7.实测避雷|2026 五大美白面霜深度测评，敏肌淡斑面霜怎么选不踩坑-大河新闻网8.377美白祛斑面霜去黄褐斑雀斑淡化斑滋润补水保湿秋冬正品旗舰店-淘宝网9.温和抑黑美白面霜选哪款?2026多品牌实测测评指南:温和修护与抑黑双协同_凤凰网区域_凤凰网10.新活美白莹亮面霜-国妆特字G20140759-面霜/乳液化妆品成分分析-美丽修行网11.美白祛斑修护抗皱霜——肌肤焕新的秘密武器-祛斑相关资讯-家庭医生在线12.菁透焕白面霜BIOHYALUX/润百颜挑选美白面霜，认准国妆特字认证更靠谱。给你挑了 2 款不同价位、口碑好的，覆盖温和与高效需求：✨ 谷雨 美白油霜（温和入门，干敏皮友好） 核心成分：99% 高纯度光甘草定，温和抑黑，无需建立耐受。 适合：干皮、敏感肌，怕刺激、想温和提亮去黄。 价格：¥79 起（15g）。 ✨ HBN 原白霜 2.0（进阶高效，全肤质可用） 核心成分：α- 熊果苷 + 377 + 乙基 VC，多通路抑黑淡斑，真空瓶保鲜。 适合：油皮、混油皮、有痘印斑点，追求快速提亮淡印。 价格：¥298（50g）。 💡 重要提醒美白面霜白天必须搭配防晒，否则会前功尽弃甚至反黑。要不要我帮你看看这两款的小样，先试用再决定？,c41613dbd62273151716918b7b3ae49078f0b21c784db1aea21aa3f4b142ff4d,ai_verified,deepseek-v4-pro,2026-07-14 12:28:47,2026-07-14T04:28:41.383Z
